golId,game,event1,event2,event3,event4,event5,event6,event7,event8,event9,event10,event11,event12,event13,event14,event15,event16,event17,event18,event19,event20,event21,event22,event23,event24,event25,event26,event27,event28,event29,event30,event31,event32,event33,event34,event35,event36,event37,event38,event39,event40,event41,event42,event43,event44,event45,blueTopGP,blueTopWR,blueTopKDA,blueJungleGP,blueJungleWR,blueJungleKDA,blueMidGP,blueMidWR,blueMidKDA,blueADCGP,blueADCWR,blueADCKDA,blueSupportGP,blueSupportWR,blueSupportKDA,redTopGP,redTopWR,redTopKDA,redJungleGP,redJungleWR,redJungleKDA,redMidGP,redMidWR,redMidKDA,redAdcGP,redAdcWR,redAdcKDA,redSupportGP,redSupportWR,redSupportKDA,result
37479,ESPORTSTMNT06_2190494,BLUE: dragon,BLUE: first_blood,RED: herald,BLUE: dragon,BLUE: first_tower_mid,BLUE: first_tower_bot,RED: herald,BLUE: dragon,RED: first_tower_mid,BLUE: first_tower_top,BLUE: second_tower_top,RED: baron,RED: dragon,BLUE: second_tower_mid,BLUE: third_tower_mid,RED: first_tower_bot,BLUE: dragon,BLUE: baron,RED: second_tower_mid,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,3,0.0,1.5,2,0.0,12.0,0,0,0,1,0.0,5.5,2,1.0,3.57,0,0,0,2,0.5,1.0,0,0,0,3,0.67,1.3,0,0,0,1
37480,ESPORTSTMNT06_2190507,RED: dragon,RED: first_blood,RED: herald,RED: dragon,RED: first_tower_mid,BLUE: dragon,RED: second_tower_mid,BLUE: first_tower_bot,RED: herald,RED: first_tower_bot,BLUE: dragon,BLUE: first_tower_mid,BLUE: baron,BLUE: dragon,BLUE: second_tower_bot,RED: first_tower_top,BLUE: second_tower_mid,BLUE: first_tower_top,BLUE: second_tower_top,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,5,1.0,3.31,0,0,0,1,0.0,7.0,2,0.5,3.6,3,0.67,7.25,1,0.0,11.0,0,0,0,0,0,0,1,0.0,4.0,0,0,0,1
37481,ESPORTSTMNT06_2190521,BLUE: first_blood,BLUE: herald,RED: dragon,RED: dragon,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_top,BLUE: second_tower_top,RED: first_tower_top,BLUE: first_tower_mid,BLUE: dragon,BLUE: first_tower_bot,RED: first_tower_mid,RED: dragon,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: baron,BLUE: second_tower_mid,BLUE: dragon,BLUE: inhibitor_bot,BLUE: third_tower_mid,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: inhibitor_mid,BLUE: dragon,BLUE: nexus_tower,BLUE: nexus_tower,RED: baron,RED: second_tower_mid,RED: third_tower_mid,RED: dragon,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,0,0,0,6,1.0,7.58,0,0,0,1,0.0,11.0,1,1.0,4.0,0,0,0,3,0.33,3.9,1,0.0,5.5,3,0.33,2.89,1,1.0,1.71,0
37482,ESPORTSTMNT03_2544285,RED: first_blood,BLUE: dragon,RED: herald,BLUE: dragon,RED: first_tower_bot,BLUE: herald,RED: dragon,BLUE: first_tower_top,BLUE: second_tower_top,RED: second_tower_bot,RED: first_tower_top,RED: first_tower_mid,BLUE: first_tower_bot,BLUE: baron,RED: dragon,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: second_tower_bot,RED: baron,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,RED: dragon,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,1,0.0,1.0,2,0.0,2.0,3,0.67,10.0,0,0,0,6,0.67,3.18,6,0.67,4.79,3,0.67,4.18,6,0.83,5.5,2,0.5,1.8,2,0.5,3.22,1
37483,ESPORTSTMNT06_2210554,RED: first_blood,RED: dragon,RED: herald,RED: dragon,RED: herald,RED: dragon,RED: first_tower_mid,RED: second_tower_mid,BLUE: first_tower_bot,RED: baron,RED: first_tower_top,RED: first_tower_bot,RED: dragon,RED: second_tower_bot,RED: third_tower_mid,RED: second_tower_top,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,2.0,0,0,0,0,0,0,1,1.0,2.0,1,0.0,4.33,1,0.0,0.25,1,1.0,11.0,6,0.67,5.17,5,0.4,4.08,0,0,0,0
37484,ESPORTSTMNT03_2567693,BLUE: first_blood,RED: herald,BLUE: dragon,RED: first_tower_top,RED: first_tower_mid,RED: dragon,BLUE: first_tower_bot,RED: herald,RED: first_tower_bot,BLUE: first_tower_top,RED: second_tower_mid,RED: second_tower_top,BLUE: dragon,RED: baron,BLUE: first_tower_mid,RED: third_tower_top,RED: inhibitor_top,RED: third_tower_mid,RED: inhibitor_mid,RED: dragon,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,1,0.0,4.5,1,0.0,1.33,0,0,0,2,1.0,2.67,1,0.0,2.0,0,0,0,5,0.2,4.23,1,0.0,23,1,1.0,11.0,0,0,0,0
37485,ESPORTSTMNT03_2567706,RED: first_blood,RED: herald,RED: dragon,RED: first_tower_mid,RED: first_tower_bot,RED: dragon,RED: first_tower_top,RED: herald,BLUE: first_tower_top,RED: second_tower_bot,RED: second_tower_mid,RED: second_tower_top,RED: baron,RED: third_tower_mid,RED: dragon,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,1.0,10.0,0,0,0,0,0,0,0,0,0,1,0.0,2.75,0,0,0,3,0.33,1.64,0
37486,ESPORTSTMNT03_2567729,RED: first_blood,RED: herald,BLUE: dragon,RED: first_tower_top,RED: first_tower_bot,RED: dragon,RED: herald,RED: first_tower_mid,RED: second_tower_mid,BLUE: first_tower_bot,RED: second_tower_top,RED: third_tower_top,RED: third_tower_mid,RED: dragon,RED: inhibitor_mid,RED: baron,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0.67,4.0,1,0.0,7.5,0,0,0,2,0.5,4.0,1,1.0,0.67,0,0,0,2,0.5,3.0,2,0.5,5.29,0,0,0,0
37487,ESPORTSTMNT03_2567744,RED: first_blood,BLUE: dragon,RED: herald,BLUE: dragon,RED: first_tower_mid,RED: first_tower_top,BLUE: first_tower_bot,RED: herald,RED: first_tower_bot,BLUE: dragon,RED: second_tower_mid,RED: dragon,RED: second_tower_top,RED: dragon,BLUE: first_tower_mid,RED: third_tower_top,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,4.0,1,0.0,4,1,0.0,5.5,0,0,0,0
37488,ESPORTSTMNT03_2568212,RED: dragon,RED: first_blood,RED: herald,RED: dragon,BLUE: herald,BLUE: first_tower_top,RED: dragon,BLUE: first_tower_mid,BLUE: second_tower_top,RED: first_tower_bot,BLUE: first_tower_bot,RED: dragon,BLUE: baron,RED: first_tower_mid,BLUE: second_tower_mid,RED: first_tower_top,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,9,0,0,0,0,0,0,4,0.75,2.75,1,0.0,7.0,0,0,0,2,1.0,4.0,0,0,0,0,0,0,0,0,0,1
37489,ESPORTSTMNT03_2568235,RED: first_blood,RED: dragon,BLUE: herald,BLUE: first_tower_top,RED: dragon,BLUE: herald,RED: first_tower_bot,BLUE: second_tower_top,RED: first_tower_mid,RED: dragon,RED: baron,RED: first_tower_top,RED: second_tower_mid,RED: dragon,RED: third_tower_mid,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: inhibitor_bot,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,1.0,0,0,0,1,1.0,1.5,1,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.17,1,0.0,1.67,0
37490,ESPORTSTMNT03_2568281,BLUE: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_top,BLUE: first_tower_bot,RED: dragon,BLUE: herald,BLUE: first_tower_mid,BLUE: dragon,BLUE: second_tower_bot,RED: first_tower_mid,BLUE: dragon,RED: baron,BLUE: second_tower_mid,BLUE: third_tower_bot,RED: first_tower_top,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: inhibitor_bot,BLUE: dragon,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,1,1.0,5.5,0,0,0,2,0.5,7.25,2,0.0,3.5,3,0.33,1.64,1,1.0,2.0,0,0,0,0,0,0,3,0.67,6.0,3,0.67,13.0,1
37491,ESPORTSTMNT03_2568303,BLUE: first_blood,BLUE: dragon,RED: herald,RED: first_tower_mid,RED: dragon,BLUE: herald,RED: first_tower_top,BLUE: first_tower_bot,RED: dragon,BLUE: first_tower_mid,RED: baron,RED: first_tower_bot,RED: second_tower_mid,RED: second_tower_bot,RED: dragon,RED: second_tower_top,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,1.0,2.67,0,0,0,0,0,0,2,0.0,4.0,2,0.5,2.33,4,1.0,4.86,0,0,0,0
37492,ESPORTSTMNT03_2549195,RED: dragon,BLUE: herald,RED: first_blood,RED: dragon,BLUE: first_tower_bot,RED: herald,RED: first_tower_bot,RED: first_tower_top,RED: first_tower_mid,RED: dragon,RED: dragon,BLUE: baron,BLUE: first_tower_mid,BLUE: second_tower_mid,RED: second_tower_bot,RED: elder_dragon,RED: baron,RED: second_tower_mid,RED: second_tower_top,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: third_tower_top,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,0.67,2.0,1,0.0,1.67,1,1.0,1.5,0,0,0,1,0.0,0.38,6,0.83,4.69,0,0,0,0
37493,ESPORTSTMNT06_2211022,RED: first_blood,RED: dragon,RED: herald,BLUE: dragon,RED: first_tower_mid,RED: herald,BLUE: dragon,RED: first_tower_top,RED: first_tower_bot,BLUE: first_tower_top,RED: second_tower_bot,BLUE: second_tower_top,RED: baron,RED: dragon,RED: second_tower_mid,BLUE: first_tower_bot,RED: second_tower_top,BLUE: first_tower_mid,BLUE: dragon,BLUE: second_tower_mid,BLUE: baron,BLUE: second_tower_bot,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,2,0.0,2.0,1,1.0,8,0,0,0,1,0.0,3.67,1,0.0,2.0,0,0,0,3,1.0,20.0,0,0,0,3,0.33,5.33,1,1.0,5.0,1
37494,ESPORTSTMNT06_2191009,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: dragon,BLUE: first_tower_top,BLUE: second_tower_top,BLUE: first_tower_bot,BLUE: dragon,BLUE: herald,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: baron,BLUE: dragon,BLUE: third_tower_mid,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: inhibitor_mid,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0.5,3.5,1,0.0,15,3,1.0,6.8,2,1.0,5.4,3,0.33,4.22,2,0.5,5.0,0,0,0,2,0.0,3.5,3,0.33,15.67,1
37495,ESPORTSTMNT06_2191015,BLUE: first_blood,BLUE: dragon,RED: herald,RED: first_tower_top,RED: second_tower_top,BLUE: first_tower_bot,RED: dragon,RED: first_tower_bot,RED: herald,RED: first_tower_mid,RED: dragon,RED: second_tower_bot,BLUE: first_tower_mid,BLUE: dragon,RED: baron,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: third_tower_bot,RED: third_tower_top,RED: inhibitor_top,RED: inhibitor_bot,RED: dragon,RED: inhibitor_mid,RED: nexus,,,,,,,,,,,,,,,,,,,0,0,0,1,0.0,3.0,0,0,0,0,0,0,0,0,0,2,0.0,2.6,1,1.0,7.5,0,0,0,3,0.67,2.57,3,0.67,0.75,0
37497,ESPORTSTMNT03_2567913,RED: first_blood,RED: dragon,BLUE: herald,RED: dragon,BLUE: first_tower_top,BLUE: first_tower_bot,BLUE: first_tower_mid,RED: first_tower_bot,BLUE: dragon,BLUE: herald,BLUE: dragon,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: second_tower_mid,RED: baron,BLUE: second_tower_top,RED: first_tower_mid,RED: first_tower_top,BLUE: dragon,BLUE: baron,BLUE: dragon,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: inhibitor_bot,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,2,0.5,1.78,4,0.5,4.89,2,1.0,12.0,8,0.38,4.48,2,0.0,2.36,0,0,0,0,0,0,6,0.5,2.0,1,0.0,1.11,1,1.0,9,1
37498,ESPORTSTMNT03_2567964,BLUE: first_blood,BLUE: dragon,RED: herald,RED: first_tower_bot,RED: dragon,RED: first_tower_top,RED: herald,RED: first_tower_mid,RED: dragon,RED: second_tower_bot,RED: second_tower_mid,RED: baron,BLUE: first_tower_mid,BLUE: dragon,RED: third_tower_mid,RED: second_tower_top,RED: third_tower_top,RED: inhibitor_top,RED: inhibitor_mid,RED: third_tower_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1.0,10.5,3,0.33,3.75,2,0.5,5.0,2,1.0,3.33,3,0.33,6.0,0,0,0,0,0,0,4,0.25,10.4,1,0.0,14.0,0
37500,ESPORTSTMNT03_2548902,BLUE: first_blood,RED: dragon,BLUE: herald,RED: dragon,BLUE: first_tower_mid,BLUE: first_tower_top,RED: first_tower_bot,RED: herald,BLUE: dragon,RED: first_tower_top,BLUE: first_tower_bot,BLUE: second_tower_mid,BLUE: baron,BLUE: second_tower_top,BLUE: third_tower_mid,BLUE: dragon,BLUE: inhibitor_mid,BLUE: third_tower_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: inhibitor_top,RED: dragon,BLUE: baron,BLUE: second_tower_bot,BLUE: inhibitor_mid,BLUE: nexus,,,,,,,,,,,,,,,,,,,,1,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.5,1,0.0,0.8,3,0.33,3.75,1,0.0,1,9,0.11,4.38,1
37501,ESPORTSTMNT03_2568447,BLUE: dragon,BLUE: first_blood,BLUE: herald,BLUE: dragon,BLUE: first_tower_bot,BLUE: first_tower_top,BLUE: herald,BLUE: dragon,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: third_tower_mid,RED: baron,BLUE: second_tower_bot,BLUE: inhibitor_mid,RED: first_tower_mid,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: dragon,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: baron,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,0.0,5.5,3,0.67,5.33,0,0,0,1,1.0,2.5,0,0,0,1,0.0,3.67,3,0.67,2.09,1,1.0,0.44,1
37502,ESPORTSTMNT03_2568472,RED: first_blood,BLUE: dragon,RED: herald,RED: first_tower_bot,RED: dragon,RED: herald,BLUE: first_tower_bot,RED: first_tower_top,RED: first_tower_mid,RED: dragon,RED: second_tower_bot,RED: baron,RED: second_tower_mid,RED: dragon,RED: second_tower_top,RED: third_tower_bot,RED: inhibitor_bot,RED: third_tower_mid,RED: baron,RED: third_tower_top,RED: inhibitor_mid,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,1,0.0,1.67,2,0.5,1.71,3,0.67,2.0,1,1.0,0.0,3,0.67,3.17,3,0.33,6.0,1,0.0,7.0,4,0.5,3.5,4,0.25,10.4,0,0,0,0
37503,ESPORTSTMNT03_2568507,BLUE: first_blood,RED: herald,BLUE: dragon,RED: first_tower_bot,BLUE: dragon,RED: first_tower_top,RED: first_tower_mid,RED: herald,RED: second_tower_mid,RED: second_tower_top,BLUE: first_tower_top,RED: second_tower_bot,BLUE: second_tower_top,RED: dragon,RED: baron,BLUE: first_tower_bot,RED: third_tower_mid,RED: inhibitor_mid,RED: third_tower_top,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.5,4,0.5,5.09,4,0.25,5.36,5,0.2,4.73,8,0.38,4.48,3,0.67,2.93,0
37504,ESPORTSTMNT06_2210919,RED: dragon,RED: first_blood,RED: herald,RED: dragon,RED: first_tower_top,BLUE: dragon,RED: herald,RED: first_tower_bot,RED: dragon,RED: first_tower_mid,BLUE: first_tower_mid,BLUE: dragon,BLUE: baron,BLUE: first_tower_bot,RED: second_tower_mid,BLUE: dragon,BLUE: second_tower_mid,BLUE: baron,BLUE: dragon,BLUE: first_tower_top,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: inhibitor_top,RED: third_tower_mid,RED: baron,BLUE: elder_dragon,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,1,1.0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,3.4,2,0.0,7.67,3,0.33,3.2,1,0.0,16.0,0,0,0,0
37505,ESPORTSTMNT06_2210948,BLUE: first_blood,BLUE: herald,RED: dragon,BLUE: first_tower_bot,RED: herald,BLUE: first_tower_top,BLUE: dragon,RED: first_tower_mid,RED: first_tower_bot,RED: dragon,BLUE: first_tower_mid,RED: second_tower_mid,RED: second_tower_bot,RED: third_tower_mid,RED: first_tower_top,RED: baron,RED: dragon,RED: third_tower_bot,RED: inhibitor_bot,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,2.0,4,0.25,1.42,4,0.75,5.25,7,0.29,4.67,1,0.0,2.4,4,0.75,2.43,1,0.0,3.5,2,0.0,2.71,2,1.0,3.8,4,0.0,3.0,0
37506,ESPORTSTMNT06_2210939,RED: first_blood,RED: dragon,BLUE: herald,BLUE: first_tower_mid,RED: dragon,RED: first_tower_bot,BLUE: dragon,BLUE: first_tower_bot,RED: first_tower_top,RED: herald,RED: dragon,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: first_tower_top,BLUE: dragon,BLUE: baron,BLUE: second_tower_bot,BLUE: third_tower_bot,BLUE: inhibitor_bot,RED: dragon,RED: baron,RED: first_tower_mid,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0.67,4.18,1,1.0,3.33,3,0.0,3.3,1,1.0,2.0,0,0,0,1,0.0,8,1,0.0,3.5,0,0,0,0
37507,ESPORTSTMNT06_2210946,BLUE: first_blood,RED: dragon,RED: herald,RED: dragon,BLUE: first_tower_top,BLUE: herald,RED: first_tower_mid,BLUE: first_tower_bot,BLUE: first_tower_mid,BLUE: second_tower_top,BLUE: dragon,BLUE: dragon,BLUE: second_tower_bot,RED: baron,BLUE: second_tower_mid,BLUE: dragon,RED: baron,RED: second_tower_mid,BLUE: dragon,BLUE: third_tower_bot,BLUE: inhibitor_bot,BLUE: baron,BLUE: third_tower_top,BLUE: third_tower_mid,BLUE: inhibitor_top,BLUE: inhibitor_mid,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,6,1.0,3.65,1,1.0,9.0,2,1.0,3.0,4,0.75,5.12,0,0,0,1,0.0,3.0,1,1.0,3.8,2,0.0,13.5,1,1.0,18,4,0.5,3.73,1
37508,ESPORTSTMNT06_2210927,RED: first_blood,BLUE: dragon,RED: herald,BLUE: dragon,BLUE: first_tower_bot,BLUE: dragon,RED: first_tower_mid,RED: herald,RED: first_tower_top,RED: first_tower_bot,BLUE: dragon,BLUE: baron,BLUE: first_tower_mid,BLUE: second_tower_mid,BLUE: third_tower_mid,BLUE: first_tower_top,BLUE: inhibitor_mid,BLUE: second_tower_top,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,6,0.83,2.65,1,1.0,11,4,0.5,3.73,3,0.67,8.2,1,0.0,1.22,2,0.5,2.2,2,0.5,4.8,0,0,0,1,1.0,4.25,2,1.0,0.78,1
37509,ESPORTSTMNT06_2190971,BLUE: first_blood,BLUE: dragon,BLUE: herald,BLUE: first_tower_mid,BLUE: dragon,BLUE: first_tower_bot,RED: first_tower_top,BLUE: herald,BLUE: first_tower_top,RED: first_tower_bot,BLUE: second_tower_top,BLUE: dragon,BLUE: second_tower_mid,BLUE: second_tower_bot,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: dragon,BLUE: baron,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,6.33,8,0.75,6.33,4,0.5,3.93,0,0,0,4,0.0,3.0,2,0.5,5.33,0,0,0,2,0.0,4.0,0,0,0,2,0.0,2.83,1
37510,ESPORTSTMNT06_2190949,BLUE: dragon,RED: first_blood,BLUE: herald,BLUE: dragon,BLUE: first_tower_bot,BLUE: herald,RED: first_tower_bot,BLUE: first_tower_top,BLUE: second_tower_top,RED: dragon,BLUE: first_tower_mid,BLUE: second_tower_bot,RED: first_tower_top,RED: first_tower_mid,BLUE: dragon,BLUE: baron,BLUE: third_tower_bot,RED: second_tower_top,BLUE: second_tower_mid,BLUE: dragon,BLUE: third_tower_mid,BLUE: inhibitor_mid,BLUE: inhibitor_bot,BLUE: third_tower_top,BLUE: inhibitor_top,BLUE: nexus_tower,BLUE: nexus_tower,BLUE: nexus,,,,,,,,,,,,,,,,,,0,0,0,1,1.0,9.5,2,0.5,3.2,7,0.71,6.83,0,0,0,1,0.0,3.75,0,0,0,0,0,0,4,0.75,1.23,0,0,0,1
37511,ESPORTSTMNT06_2190957,RED: first_blood,BLUE: herald,RED: dragon,RED: first_tower_bot,BLUE: herald,RED: dragon,RED: first_tower_top,BLUE: first_tower_top,BLUE: first_tower_mid,RED: dragon,RED: second_tower_bot,RED: baron,BLUE: second_tower_top,RED: first_tower_mid,RED: third_tower_bot,RED: second_tower_mid,RED: dragon,RED: second_tower_top,RED: third_tower_top,RED: inhibitor_top,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,6,1.0,3.65,2,0.5,3.83,0,0,0,4,0.75,5.12,0,0,0,2,0.0,0.78,0,0,0,1,0.0,0.2,3,1.0,1.36,2,0.0,2.44,0
37512,ESPORTSTMNT06_2190991,RED: first_blood,RED: dragon,BLUE: herald,RED: first_tower_bot,RED: dragon,BLUE: herald,BLUE: first_tower_mid,BLUE: dragon,RED: first_tower_mid,BLUE: first_tower_top,BLUE: dragon,RED: baron,BLUE: first_tower_bot,RED: second_tower_mid,RED: first_tower_top,RED: second_tower_top,RED: third_tower_mid,RED: third_tower_top,RED: inhibitor_mid,RED: inhibitor_top,RED: nexus_tower,RED: dragon,RED: second_tower_bot,RED: third_tower_bot,RED: nexus_tower,RED: inhibitor_bot,RED: nexus,,,,,,,,,,,,,,,,,,,2,0.0,6.67,3,0.33,1.62,0,0,0,4,0.5,3.89,3,0.33,1.5,4,0.25,1.9,1,0.0,15.0,0,0,0,1,0.0,3.5,1,1.0,0.2,0
37513,ESPORTSTMNT06_2190984,RED: first_blood,RED: herald,RED: first_tower_top,BLUE: dragon,RED: first_tower_bot,RED: dragon,BLUE: herald,BLUE: first_tower_top,RED: dragon,BLUE: first_tower_mid,BLUE: second_tower_top,BLUE: first_tower_bot,RED: first_tower_mid,RED: baron,BLUE: dragon,RED: second_tower_mid,BLUE: second_tower_bot,RED: second_tower_top,BLUE: third_tower_bot,RED: third_tower_top,RED: inhibitor_top,RED: second_tower_bot,RED: third_tower_mid,RED: inhibitor_mid,RED: dragon,RED: baron,RED: third_tower_bot,RED: inhibitor_bot,RED: inhibitor_top,RED: nexus_tower,BLUE: dragon,RED: baron,RED: inhibitor_mid,RED: nexus_tower,RED: nexus,,,,,,,,,,,0,0,0,1,1.0,11,5,0.8,71.0,3,0.67,8.2,1,0.0,1.22,0,0,0,4,0.25,4.38,1,0.0,16,1,1.0,18,2,0.5,2.45,0
37522,ESPORTSTMNT03_2548412,RED: first_blood,BLUE: dragon,RED: herald,BLUE: dragon,RED: first_tower_bot,RED: first_tower_mid,RED: first_tower_top,RED: dragon,RED: herald,RED: second_tower_top,RED: baron,RED: dragon,RED: second_tower_mid,RED: third_tower_mid,RED: inhibitor_mid,BLUE: first_tower_top,RED: nexus_tower,RED: second_tower_bot,RED: third_tower_top,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,4,0.5,2.92,0,0,0,3,0.67,3.56,6,0.5,3.33,2,1.0,1.7,2,0.5,4.67,1,0.0,8.5,1,0.0,5.0,0,0,0,1,0.0,11,0
37523,ESPORTSTMNT03_2548443,BLUE: first_blood,RED: dragon,RED: herald,RED: first_tower_mid,RED: dragon,BLUE: first_tower_bot,BLUE: first_tower_mid,BLUE: herald,RED: first_tower_top,RED: dragon,BLUE: first_tower_top,RED: first_tower_bot,RED: dragon,BLUE: baron,BLUE: second_tower_bot,BLUE: second_tower_mid,BLUE: elder_dragon,RED: baron,RED: second_tower_mid,RED: second_tower_top,RED: elder_dragon,RED: baron,RED: third_tower_top,RED: inhibitor_top,RED: nexus_tower,RED: second_tower_bot,RED: third_tower_bot,RED: inhibitor_bot,RED: inhibitor_top,RED: elder_dragon,RED: nexus_tower,RED: baron,RED: nexus,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,0.33,2.3,0,0,0,1,1.0,21,3,0.0,18.0,3,0.67,3.14,0,0,0,2,0.5,3.43,0
37524,ESPORTSTMNT03_2568065,RED: dragon,RED: first_blood,BLUE: herald,RED: first_tower_bot,RED: dragon,BLUE: herald,RED: first_tower_top,RED: first_tower_mid,RED: dragon,BLUE: first_tower_mid,RED: second_tower_top,BLUE: first_tower_top,RED: second_tower_mid,BLUE: dragon,RED: baron,RED: third_tower_mid,RED: inhibitor_mid,RED: nexus_tower,RED: nexus_tower,RED: nexus,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,2.43,2,0.0,2.83,0,0,0,0,0,0,3,1.0,2.5,2,1.0,1.71,8,0.75,3.45,1,1.0,10,2,0.5,3.83,0,0,0,0
