game_id,event1,event2,event3,event4,event5,first_blood,blue_dragon,blue_tower_bot,blue_others,blue_adc_gp,blue_adc_wr,blue_adc_kda,red_dragon,red_tower_bot,red_others,red_adc_gp,red_adc_wr,red_adc_kda,winner
36760,other,dragon,first_blood,other,dragon,BLUE,1,0,2,1,0.0,6.0,1,0,0,2,0.0,4.0,BLUE
36761,first_blood,other,tower_bot,dragon,other,BLUE,0,0,2,1,1.0,10.5,1,1,0,7,0.43,6.21,BLUE
36762,first_blood,other,dragon,tower_bot,other,RED,0,0,1,0,0.0,0.0,1,1,1,5,0.0,13.33,RED
36763,first_blood,other,dragon,other,other,BLUE,0,0,2,2,0.5,6.0,1,0,1,4,0.5,2.33,RED
36764,first_blood,other,other,dragon,tower_bot,RED,0,0,2,1,0.0,9.0,1,1,0,1,1.0,2.0,BLUE
36765,first_blood,dragon,other,dragon,tower_bot,BLUE,1,0,0,2,0.5,7.0,1,1,1,2,0.5,8.0,BLUE
36766,first_blood,dragon,other,dragon,tower_bot,BLUE,0,1,1,2,1.0,4.6,2,0,0,7,0.43,6.21,BLUE
36767,other,first_blood,dragon,tower_bot,other,RED,0,0,1,0,0.0,0.0,1,1,1,3,1.0,13.67,RED
36768,dragon,other,first_blood,tower_bot,dragon,BLUE,1,0,0,0,0.0,0.0,1,1,1,2,0.5,27.0,BLUE
36769,first_blood,dragon,other,dragon,other,BLUE,0,0,0,1,1.0,9.0,2,0,2,0,0.0,0.0,RED
36770,first_blood,dragon,other,dragon,tower_bot,RED,1,0,1,0,0.0,0.0,1,1,0,4,0.25,3.15,BLUE
36771,first_blood,dragon,other,tower_bot,dragon,RED,1,1,1,1,1.0,6.0,1,0,0,2,0.5,2.86,RED
36772,first_blood,other,dragon,dragon,other,BLUE,0,0,2,2,0.0,9.0,2,0,0,1,1.0,16.0,RED
36773,dragon,other,first_blood,dragon,other,RED,1,0,1,1,0.0,5.5,1,0,1,0,0.0,0.0,RED
36774,first_blood,dragon,other,dragon,tower_bot,BLUE,0,0,1,1,1.0,0.33,2,1,0,1,0.0,1.5,RED
36775,first_blood,dragon,other,dragon,other,RED,0,0,1,2,1.0,5.67,2,0,1,1,1.0,6.0,RED
36776,dragon,other,dragon,other,first_blood,RED,0,0,0,0,0.0,0.0,2,0,2,3,0.0,2.0,BLUE
36777,first_blood,dragon,other,dragon,tower_bot,RED,0,0,0,2,0.5,2.86,2,1,1,0,0.0,0.0,RED
36808,first_blood,dragon,other,dragon,other,RED,0,0,1,2,1.0,2.2,2,0,1,1,0.0,3.0,RED
36809,dragon,first_blood,other,dragon,tower_bot,BLUE,0,0,1,3,0.67,2.0,2,1,0,0,0.0,0.0,RED
36810,first_blood,dragon,dragon,tower_bot,other,BLUE,2,0,1,5,0.8,10.43,0,1,0,0,0.0,0.0,RED
36811,dragon,first_blood,other,dragon,tower_bot,RED,0,0,1,7,0.43,7.38,2,1,0,2,0.5,1.1,RED
36812,first_blood,dragon,other,dragon,other,RED,0,0,1,2,0.0,4.33,2,0,1,4,0.0,8.4,RED
36813,first_blood,dragon,other,dragon,other,RED,0,0,0,1,0.0,4.33,2,0,2,3,0.33,5.17,RED
36814,first_blood,dragon,other,dragon,tower_bot,RED,1,0,1,1,1.0,9.0,1,1,0,0,0.0,0.0,RED
36815,dragon,other,first_blood,dragon,other,RED,1,0,2,1,0.0,10.0,1,0,0,3,1.0,2.4,BLUE
36816,first_blood,other,dragon,dragon,tower_bot,RED,2,1,0,4,0.0,7.0,0,0,1,1,1.0,11.0,BLUE
36817,dragon,other,tower_bot,dragon,first_blood,BLUE,0,0,0,1,1.0,14.0,2,1,1,4,0.5,2.15,RED
36818,first_blood,dragon,other,dragon,other,RED,2,0,2,5,0.6,12.0,0,0,0,8,0.38,5.82,BLUE
36819,first_blood,other,dragon,other,other,BLUE,1,0,3,2,1.0,4.4,0,0,0,3,0.0,3.86,RED
36820,first_blood,dragon,other,other,dragon,RED,2,0,2,5,0.0,10.0,0,0,0,1,0.0,14.0,BLUE
36821,dragon,other,first_blood,dragon,tower_bot,RED,1,0,0,1,1.0,0.6,1,1,1,3,0.67,2.29,RED
36822,dragon,first_blood,other,other,dragon,RED,2,0,0,0,0.0,0.0,0,0,2,4,0.5,2.62,BLUE
36833,dragon,first_blood,other,dragon,other,RED,2,0,1,1,0.0,4.5,0,0,1,0,0.0,0.0,BLUE
36834,first_blood,other,dragon,tower_bot,dragon,BLUE,1,0,0,1,0.0,2.2,1,1,1,4,0.25,1.69,RED
36835,dragon,other,other,first_blood,dragon,BLUE,1,0,0,0,0.0,0.0,1,0,2,4,0.25,4.3,BLUE
36836,dragon,first_blood,other,dragon,tower_bot,BLUE,2,1,1,1,0.0,2.0,0,0,0,4,0.75,7.17,BLUE
36837,first_blood,other,dragon,tower_bot,dragon,RED,0,0,0,0,0.0,0.0,2,1,1,0,0.0,0.0,BLUE
36838,first_blood,other,dragon,tower_bot,other,BLUE,1,0,0,0,0.0,0.0,0,1,2,0,0.0,0.0,RED
36839,first_blood,other,dragon,dragon,other,BLUE,2,0,2,2,0.5,18.0,0,0,0,5,0.8,5.0,RED
36840,dragon,other,first_blood,dragon,tower_bot,BLUE,1,1,1,0,0.0,0.0,1,0,0,0,0.0,0.0,BLUE
36841,dragon,first_blood,other,dragon,tower_bot,BLUE,0,1,1,1,0.0,1.25,2,0,0,1,1.0,2.0,RED
36842,dragon,other,first_blood,dragon,other,RED,1,0,2,1,1.0,12.0,1,0,0,3,0.0,10.5,RED
36853,dragon,first_blood,other,other,dragon,BLUE,2,0,0,0,0.0,0.0,0,0,2,0,0.0,0.0,BLUE
36854,dragon,first_blood,other,dragon,other,RED,1,0,0,1,1.0,10.0,1,0,2,1,1.0,6.0,RED
36855,first_blood,dragon,other,tower_bot,other,RED,0,0,2,0,0.0,0.0,1,1,0,1,1.0,10.0,RED
36856,first_blood,dragon,other,dragon,tower_bot,RED,0,0,1,1,0.0,15.0,2,1,0,3,1.0,4.0,RED
36857,first_blood,dragon,other,other,dragon,BLUE,2,0,2,2,0.5,5.0,0,0,0,0,0.0,0.0,BLUE
36858,first_blood,dragon,other,dragon,other,RED,0,0,2,0,0.0,0.0,2,0,0,0,0.0,0.0,RED
36859,first_blood,dragon,other,other,other,BLUE,0,0,3,0,0.0,0.0,1,0,0,1,1.0,5.0,RED
36860,dragon,first_blood,other,dragon,tower_bot,BLUE,2,1,0,0,0.0,0.0,0,0,1,3,1.0,4.0,BLUE
36861,first_blood,dragon,other,other,tower_bot,BLUE,0,0,2,0,0.0,0.0,1,1,0,2,0.5,9.0,RED
36862,first_blood,dragon,other,dragon,tower_bot,BLUE,1,1,1,1,1.0,17.0,1,0,0,1,1.0,0.67,BLUE
36863,first_blood,dragon,other,other,tower_bot,RED,0,0,0,0,0.0,0.0,1,1,2,10,0.4,4.07,RED
38928,first_blood,dragon,other,dragon,other,RED,2,0,0,5,0.2,4.17,0,0,2,0,0.0,0.0,BLUE
38929,first_blood,other,dragon,tower_bot,other,RED,0,0,2,0,0.0,0.0,1,1,0,3,0.67,2.45,RED
38930,first_blood,other,other,dragon,tower_bot,RED,0,0,0,0,0.0,0.0,1,1,2,5,0.6,2.47,RED
38931,other,first_blood,tower_bot,dragon,other,RED,1,1,0,6,0.67,1.62,0,0,2,4,0.25,3.08,RED
38932,first_blood,dragon,other,dragon,tower_bot,RED,0,1,0,6,0.83,2.5,2,0,1,0,0.0,0.0,RED
38933,first_blood,other,other,dragon,other,RED,0,0,1,1,1.0,15.0,1,0,2,0,0.0,0.0,BLUE
38934,first_blood,dragon,other,other,dragon,RED,0,0,2,0,0.0,0.0,2,0,0,6,0.83,2.5,RED
38935,first_blood,other,other,dragon,other,BLUE,1,0,3,5,0.6,5.08,0,0,0,2,0.5,9.0,RED
38936,first_blood,dragon,other,dragon,other,BLUE,2,0,2,6,0.33,8.11,0,0,0,5,1.0,7.5,BLUE
38937,first_blood,dragon,other,dragon,other,BLUE,1,0,1,1,0.0,0.8,1,0,1,0,0.0,0.0,RED
37454,first_blood,other,dragon,dragon,tower_bot,BLUE,1,1,1,2,0.5,14.0,1,0,0,0,0.0,0.0,RED
37455,first_blood,dragon,other,tower_bot,other,RED,1,1,0,2,0.0,8.67,0,0,2,2,0.5,3.4,RED
37456,first_blood,dragon,other,dragon,other,RED,1,0,1,3,0.67,2.22,1,0,1,3,0.33,21.0,RED
37457,first_blood,dragon,other,dragon,tower_bot,RED,0,1,0,3,0.67,2.58,2,0,1,0,0.0,0.0,BLUE
37458,dragon,other,other,first_blood,other,RED,1,0,0,3,0.33,2.83,0,0,3,3,0.67,1.73,RED
37459,first_blood,dragon,other,dragon,tower_bot,RED,1,0,0,2,1.0,10.67,1,1,1,7,0.29,3.47,BLUE
37460,first_blood,dragon,other,dragon,tower_bot,BLUE,1,1,0,3,0.33,2.83,1,0,1,3,0.33,21.0,BLUE
37461,first_blood,other,dragon,other,other,RED,0,0,2,2,1.0,15.5,1,0,1,2,0.5,3.33,BLUE
37462,other,first_blood,dragon,tower_bot,other,RED,1,0,0,1,1.0,5.33,0,1,2,2,1.0,2.0,RED
37463,dragon,first_blood,other,other,dragon,RED,0,0,2,3,0.67,7.6,2,0,0,1,1.0,13.0,RED
38685,first_blood,other,tower_bot,dragon,other,BLUE,0,0,0,0,0.0,0.0,1,1,2,5,0.8,4.69,BLUE
38686,first_blood,other,other,dragon,other,RED,1,0,0,0,0.0,0.0,0,0,3,4,1.0,5.8,RED
38687,first_blood,dragon,other,dragon,tower_bot,RED,1,0,0,2,0.5,28.0,1,1,1,1,0.0,1.5,RED
38688,first_blood,other,other,dragon,tower_bot,RED,1,1,0,0,0.0,0.0,0,0,2,5,0.4,3.71,BLUE
38689,first_blood,other,dragon,other,tower_bot,RED,0,1,0,0,0.0,0.0,1,0,2,4,0.25,4.4,RED
38690,first_blood,dragon,other,dragon,tower_bot,RED,1,1,1,1,0.0,1.5,1,0,0,4,0.75,2.58,RED
38691,first_blood,dragon,other,tower_bot,dragon,RED,0,1,1,2,0.5,5.4,2,0,0,0,0.0,0.0,BLUE
38692,first_blood,dragon,other,other,tower_bot,RED,0,0,2,4,1.0,10.17,1,1,0,3,0.33,5.8,RED
38693,first_blood,other,dragon,tower_bot,other,BLUE,0,0,2,1,1.0,16.0,1,1,0,5,0.8,2.82,BLUE
38694,dragon,first_blood,other,dragon,tower_bot,RED,1,0,0,5,0.8,4.69,1,1,1,4,0.5,5.17,BLUE
38202,first_blood,dragon,other,dragon,other,BLUE,1,0,0,1,0.0,6.0,1,0,2,3,0.0,6.4,BLUE
38203,first_blood,other,other,dragon,other,BLUE,1,0,2,0,0.0,0.0,0,0,1,3,1.0,14.67,BLUE
38204,first_blood,dragon,other,dragon,other,RED,2,0,0,4,1.0,6.8,0,0,2,4,0.75,1.8,BLUE
38205,first_blood,dragon,other,dragon,other,BLUE,2,0,1,4,0.5,5.75,0,0,1,3,0.33,2.11,BLUE
38206,dragon,first_blood,other,other,dragon,BLUE,1,0,2,1,0.0,3.33,1,0,0,4,0.25,3.91,BLUE
38207,first_blood,other,other,other,dragon,RED,0,0,0,4,0.75,1.8,1,0,3,0,0.0,0.0,RED
38208,first_blood,dragon,other,dragon,other,RED,2,0,1,3,0.33,2.29,0,0,1,4,0.5,2.4,BLUE
38209,first_blood,other,tower_bot,other,dragon,BLUE,1,1,1,3,1.0,10.75,0,0,1,3,0.67,3.0,BLUE
38210,first_blood,dragon,other,dragon,tower_bot,RED,1,0,0,3,1.0,14.67,1,1,1,5,0.4,6.22,RED
38211,first_blood,other,dragon,tower_bot,other,BLUE,0,1,2,1,0.0,0.67,1,0,0,4,0.5,5.71,BLUE
36696,first_blood,other,dragon,tower_bot,other,BLUE,0,1,1,0,0.0,0.0,1,0,1,1,1.0,0.4,RED
36697,other,first_blood,tower_bot,dragon,other,RED,0,0,1,2,1.0,4.75,1,1,1,1,0.0,5.33,BLUE
36698,first_blood,other,dragon,other,dragon,BLUE,1,0,2,1,0.0,13.0,1,0,0,1,0.0,2.75,BLUE
36699,first_blood,other,dragon,tower_bot,other,BLUE,1,1,2,2,0.0,6.0,0,0,0,0,0.0,0.0,BLUE
36700,first_blood,other,dragon,other,other,RED,1,0,1,0,0.0,0.0,0,0,2,1,1.0,9.0,BLUE
36701,dragon,other,first_blood,other,dragon,BLUE,1,0,2,0,0.0,0.0,1,0,0,0,0.0,0.0,BLUE
36702,first_blood,other,other,dragon,tower_bot,BLUE,0,1,2,0,0.0,0.0,1,0,0,4,0.75,2.14,BLUE
36703,first_blood,other,dragon,other,other,RED,0,0,0,0,0.0,0.0,1,0,3,1,0.0,5.67,BLUE
36704,first_blood,dragon,other,other,dragon,BLUE,0,0,2,1,0.0,5.33,2,0,0,1,1.0,5.0,RED
36705,first_blood,dragon,other,tower_bot,other,BLUE,0,1,0,0,0.0,0.0,1,0,2,0,0.0,0.0,BLUE
37217,first_blood,other,other,dragon,tower_bot,RED,0,1,0,2,0.5,4.67,1,0,2,3,0.33,2.67,RED
37219,first_blood,other,dragon,other,tower_bot,RED,1,0,0,2,0.5,9.33,0,1,2,3,0.33,4.5,BLUE
37220,first_blood,dragon,other,dragon,other,RED,0,0,1,0,0.0,0.0,2,0,1,0,0.0,0.0,BLUE
37221,first_blood,dragon,other,other,tower_bot,RED,0,0,2,2,1.0,8.67,1,1,0,2,0.5,28.0,RED
36831,dragon,first_blood,other,dragon,dragon,RED,3,0,1,3,0.67,5.5,0,0,0,3,0.67,4.2,RED
37222,dragon,first_blood,other,other,dragon,BLUE,2,0,1,1,1.0,17.0,0,0,1,2,0.5,1.57,BLUE
37224,first_blood,dragon,other,tower_bot,other,RED,0,0,1,2,1.0,8.67,1,1,1,2,1.0,2.5,RED
37223,first_blood,other,tower_bot,dragon,tower_bot,RED,0,1,1,0,0.0,0.0,1,1,0,1,1.0,9.0,RED
37225,other,first_blood,dragon,tower_bot,other,BLUE,1,1,0,1,1.0,15.0,0,0,2,2,0.5,2.0,BLUE
37226,first_blood,dragon,other,dragon,tower_bot,RED,0,0,0,3,0.67,3.22,2,1,1,0,0.0,0.0,RED
37218,dragon,first_blood,dragon,other,other,BLUE,1,0,0,1,1.0,1.0,1,0,2,1,0.0,10.0,BLUE
37808,dragon,other,first_blood,dragon,tower_bot,BLUE,1,1,0,3,0.33,5.0,1,0,1,2,1.0,16.0,BLUE
37809,first_blood,dragon,other,dragon,tower_bot,RED,0,1,1,3,1.0,3.5,2,0,0,3,0.33,3.25,RED
37810,first_blood,dragon,other,other,dragon,BLUE,1,0,2,3,1.0,3.4,1,0,0,4,0.5,2.67,BLUE
37811,first_blood,dragon,other,tower_bot,other,BLUE,1,0,1,2,1.0,3.71,0,1,1,2,0.0,3.0,RED
37812,first_blood,other,dragon,tower_bot,other,BLUE,0,1,1,0,0.0,0.0,1,0,1,3,0.67,1.42,BLUE
37813,first_blood,other,dragon,tower_bot,other,RED,1,0,0,2,1.0,16.0,0,1,2,4,0.75,3.0,BLUE
37814,first_blood,other,dragon,other,tower_bot,RED,0,0,2,5,0.4,3.15,1,1,0,0,0.0,0.0,RED
37815,first_blood,dragon,other,dragon,other,BLUE,2,0,1,0,0.0,0.0,0,0,1,0,0.0,0.0,BLUE
37816,dragon,other,first_blood,tower_bot,dragon,RED,1,1,1,1,1.0,8.0,1,0,0,4,0.5,3.18,RED
37817,first_blood,dragon,other,tower_bot,dragon,BLUE,1,1,1,2,0.5,1.43,1,0,0,0,0.0,0.0,RED
36823,first_blood,other,dragon,other,other,BLUE,1,0,2,0,0.0,0.0,0,0,1,1,0.0,9.0,RED
36824,other,dragon,tower_bot,other,first_blood,RED,1,1,2,1,1.0,3.67,0,0,0,1,0.0,2.5,BLUE
36825,first_blood,dragon,other,tower_bot,dragon,BLUE,2,1,1,1,0.0,10.0,0,0,0,2,0.0,3.75,BLUE
36826,first_blood,other,dragon,tower_bot,other,BLUE,0,0,2,0,0.0,0.0,1,1,0,2,0.5,2.0,BLUE
36827,dragon,other,first_blood,dragon,other,RED,0,0,2,2,1.0,6.0,2,0,0,2,0.0,14.0,RED
36828,first_blood,dragon,other,dragon,tower_bot,RED,0,0,1,0,0.0,0.0,2,1,0,1,1.0,3.67,BLUE
36829,first_blood,dragon,other,other,dragon,RED,0,0,0,1,1.0,3.25,2,0,2,1,1.0,2.5,RED
36830,first_blood,other,dragon,tower_bot,other,RED,0,1,2,3,0.33,3.5,1,0,0,1,1.0,1.0,RED
35807,first_blood,other,other,dragon,other,RED,0,0,2,3,0.67,1.5,1,0,1,0,0.0,0.0,BLUE
36832,first_blood,dragon,other,tower_bot,dragon,RED,1,1,1,0,0.0,0.0,1,0,0,0,0.0,0.0,BLUE
35808,first_blood,other,dragon,other,other,RED,1,0,3,2,0.5,2.0,0,0,0,0,0.0,0.0,BLUE
35809,dragon,first_blood,other,dragon,tower_bot,RED,2,0,0,0,0.0,0.0,0,1,1,0,0.0,0.0,BLUE
35810,first_blood,other,dragon,other,other,RED,1,0,3,0,0.0,0.0,0,0,0,0,0.0,0.0,BLUE
35811,first_blood,dragon,other,tower_bot,dragon,RED,0,0,0,0,0.0,0.0,2,1,1,0,0.0,0.0,RED
35812,first_blood,dragon,other,dragon,other,RED,0,0,1,3,1.0,3.86,2,0,1,0,0.0,0.0,RED
35813,first_blood,dragon,other,other,other,BLUE,0,0,3,0,0.0,0.0,1,0,0,0,0.0,0.0,BLUE
35814,first_blood,other,tower_bot,dragon,other,RED,1,0,1,0,0.0,0.0,0,1,1,0,0.0,0.0,BLUE
35815,first_blood,other,dragon,dragon,other,RED,0,0,1,0,0.0,0.0,2,0,1,0,0.0,0.0,RED
35816,dragon,first_blood,other,dragon,tower_bot,BLUE,1,0,1,0,0.0,0.0,1,1,0,0,0.0,0.0,RED
37889,dragon,first_blood,other,dragon,tower_bot,BLUE,1,0,0,0,0.0,0.0,1,1,1,4,0.75,7.4,BLUE
37890,first_blood,dragon,other,other,other,RED,0,0,0,7,0.57,6.36,1,0,3,6,0.67,2.04,BLUE
37891,first_blood,other,dragon,other,other,RED,0,0,0,2,1.0,5.5,1,0,3,2,0.0,25.0,BLUE
37892,first_blood,dragon,other,dragon,other,RED,0,0,2,10,0.3,10.75,2,0,0,3,0.67,4.12,RED
36869,dragon,other,first_blood,dragon,other,BLUE,2,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,BLUE
36870,dragon,first_blood,other,dragon,other,BLUE,0,0,2,0,0.0,0.0,2,0,0,0,0.0,0.0,BLUE
36871,first_blood,other,other,dragon,other,RED,1,0,2,1,1.0,1.0,0,0,1,1,0.0,1.25,BLUE
36872,first_blood,other,dragon,dragon,other,BLUE,0,0,0,0,0.0,0.0,2,0,2,2,1.0,20.0,RED
36873,first_blood,other,dragon,tower_bot,tower_bot,RED,0,1,0,0,0.0,0.0,1,1,1,4,0.5,4.88,RED
36874,first_blood,other,dragon,tower_bot,other,BLUE,0,0,2,0,0.0,0.0,1,1,0,1,1.0,12.0,RED
36875,first_blood,other,dragon,other,other,RED,0,0,0,0,0.0,0.0,1,0,3,1,1.0,1.0,RED
36876,first_blood,other,tower_bot,other,dragon,BLUE,0,1,2,0,0.0,0.0,1,0,0,1,0.0,9.0,BLUE
37893,first_blood,dragon,other,tower_bot,other,RED,0,1,2,5,0.6,2.0,1,0,0,2,0.0,0.67,RED
37894,first_blood,other,other,tower_bot,dragon,RED,0,0,1,1,0.0,1.8,1,1,1,0,0.0,0.0,BLUE
37895,other,dragon,first_blood,other,tower_bot,RED,0,0,2,2,0.5,4.57,1,1,0,2,0.0,2.71,BLUE
37896,first_blood,dragon,other,other,other,RED,0,0,3,2,0.0,6.0,1,0,0,3,0.67,4.12,BLUE
37897,first_blood,dragon,other,dragon,other,BLUE,2,0,2,3,0.33,4.0,0,0,0,2,1.0,5.75,BLUE
37898,first_blood,dragon,other,dragon,other,RED,1,0,2,7,1.0,2.8,1,0,0,1,0.0,6.0,RED
37933,first_blood,dragon,other,tower_bot,other,BLUE,0,0,2,3,1.0,9.2,1,1,0,0,0.0,0.0,BLUE
37934,first_blood,dragon,other,dragon,tower_bot,BLUE,2,1,1,2,0.5,7.33,0,0,0,2,0.5,6.25,BLUE
37935,first_blood,dragon,other,dragon,other,RED,1,0,0,1,1.0,2.75,1,0,2,3,0.67,2.53,RED
37936,first_blood,dragon,other,dragon,tower_bot,RED,1,1,1,0,0.0,0.0,1,0,0,2,0.5,13.0,RED
36913,first_blood,other,dragon,other,dragon,BLUE,0,0,2,3,0.0,3.5,2,0,0,2,0.5,10.0,BLUE
36914,first_blood,other,dragon,dragon,tower_bot,BLUE,1,1,0,0,0.0,0.0,1,0,1,0,0.0,0.0,BLUE
36915,dragon,other,first_blood,dragon,tower_bot,BLUE,2,0,1,1,1.0,9.0,0,1,0,3,1.0,7.2,RED
36916,first_blood,other,dragon,other,dragon,BLUE,1,0,2,0,0.0,0.0,1,0,0,2,1.0,0.2,RED
36917,first_blood,dragon,other,dragon,other,RED,1,0,0,1,0.0,3.5,1,0,2,0,0.0,0.0,BLUE
36918,first_blood,dragon,other,dragon,other,RED,0,0,0,1,0.0,6.5,2,0,2,3,1.0,6.5,RED
36919,first_blood,other,dragon,tower_bot,other,BLUE,0,0,2,0,0.0,0.0,1,1,0,0,0.0,0.0,RED
36920,first_blood,other,dragon,dragon,other,BLUE,2,0,0,3,1.0,2.88,0,0,2,0,0.0,0.0,RED
36921,first_blood,other,dragon,other,dragon,RED,1,0,0,6,0.5,2.12,1,0,2,0,0.0,0.0,BLUE
36922,dragon,other,first_blood,tower_bot,dragon,BLUE,1,1,0,3,0.67,3.75,1,0,1,8,0.62,3.89,BLUE
37938,first_blood,other,dragon,tower_bot,dragon,RED,1,0,1,3,0.33,5.25,1,1,0,4,0.75,3.5,BLUE
37939,first_blood,dragon,other,dragon,other,RED,1,0,0,0,0.0,0.0,1,0,2,3,1.0,9.2,RED
37940,first_blood,dragon,other,dragon,tower_bot,BLUE,0,1,1,1,1.0,17.0,2,0,0,1,0.0,0.75,BLUE
37941,first_blood,dragon,other,dragon,tower_bot,BLUE,1,1,0,4,0.5,8.6,1,0,1,3,0.67,3.25,BLUE
37942,first_blood,dragon,other,dragon,tower_bot,BLUE,0,0,0,1,1.0,2.75,2,1,1,4,0.5,2.91,RED
38682,first_blood,dragon,other,tower_bot,other,RED,1,0,2,4,0.75,2.2,0,1,0,0,0.0,0.0,RED
38975,first_blood,other,dragon,other,tower_bot,BLUE,0,1,1,0,0.0,0.0,1,0,1,0,0.0,0.0,BLUE
38976,first_blood,dragon,other,dragon,other,RED,0,0,1,0,0.0,0.0,2,0,1,6,0.5,3.69,BLUE
38977,first_blood,other,dragon,tower_bot,other,BLUE,0,0,2,4,0.5,7.0,1,1,0,0,0.0,0.0,BLUE
38978,first_blood,other,dragon,tower_bot,tower_bot,RED,0,1,0,3,0.67,3.75,1,1,1,0,0.0,0.0,BLUE
38979,first_blood,dragon,other,dragon,tower_bot,RED,1,1,1,0,0.0,0.0,1,0,0,3,0.67,19.5,RED
38980,dragon,other,dragon,first_blood,other,RED,0,0,2,2,0.5,2.57,2,0,0,0,0.0,0.0,RED
38981,first_blood,dragon,other,other,tower_bot,RED,0,0,2,0,0.0,0.0,1,1,0,3,1.0,10.5,RED
38982,first_blood,dragon,other,tower_bot,other,RED,0,0,0,0,0.0,0.0,1,1,2,1,1.0,8.0,RED
38983,first_blood,dragon,other,dragon,other,BLUE,0,0,2,6,0.5,3.69,2,0,0,0,0.0,0.0,BLUE
38984,first_blood,dragon,other,other,dragon,RED,1,0,0,6,0.5,4.81,1,0,2,0,0.0,0.0,RED
37548,first_blood,dragon,other,dragon,tower_bot,RED,1,1,0,0,0.0,0.0,1,0,1,2,0.5,4.75,BLUE
36013,first_blood,dragon,other,other,tower_bot,BLUE,1,1,0,0,0.0,0.0,0,0,2,0,0.0,0.0,BLUE
36014,first_blood,dragon,other,dragon,tower_bot,BLUE,0,1,0,0,0.0,0.0,2,0,1,1,0.0,2.86,BLUE
37551,dragon,other,first_blood,dragon,tower_bot,RED,0,0,0,4,0.75,2.25,2,1,1,1,0.0,4.33,RED
36015,first_blood,dragon,other,dragon,other,BLUE,2,0,1,0,0.0,0.0,0,0,1,0,0.0,0.0,RED
36016,first_blood,dragon,other,dragon,other,RED,1,0,2,0,0.0,0.0,1,0,0,0,0.0,0.0,BLUE
36017,first_blood,other,tower_bot,other,other,BLUE,0,0,0,0,0.0,0.0,0,1,3,0,0.0,0.0,RED
36018,dragon,other,first_blood,dragon,tower_bot,RED,0,0,1,0,0.0,0.0,2,1,0,0,0.0,0.0,RED
36019,first_blood,dragon,other,other,dragon,RED,2,0,0,0,0.0,0.0,0,0,2,0,0.0,0.0,BLUE
36020,first_blood,other,dragon,tower_bot,other,BLUE,0,0,1,0,0.0,0.0,1,1,1,0,0.0,0.0,RED
36021,first_blood,dragon,other,dragon,other,BLUE,1,0,2,0,0.0,0.0,1,0,0,0,0.0,0.0,BLUE
36022,first_blood,dragon,other,dragon,tower_bot,BLUE,1,0,0,1,0.0,2.86,1,1,1,0,0.0,0.0,BLUE
37552,first_blood,dragon,other,dragon,other,RED,0,0,0,3,0.33,39.0,2,0,2,2,0.5,10.0,RED
37553,first_blood,dragon,other,tower_bot,dragon,RED,0,0,0,2,0.5,10.5,2,1,1,2,0.5,4.75,BLUE
37554,first_blood,dragon,other,dragon,other,BLUE,1,0,1,0,0.0,0.0,1,0,1,1,0.0,20.0,RED
37555,first_blood,dragon,other,dragon,other,BLUE,0,0,2,1,1.0,15.0,2,0,0,6,0.5,6.3,BLUE
37556,first_blood,dragon,other,dragon,other,RED,1,0,1,4,0.25,10.17,1,0,1,0,0.0,0.0,BLUE
37557,first_blood,dragon,other,dragon,other,RED,0,0,0,0,0.0,0.0,2,0,2,4,0.25,3.09,BLUE
37558,dragon,first_blood,other,dragon,other,BLUE,1,0,1,0,0.0,0.0,1,0,1,1,1.0,3.0,RED
37559,first_blood,dragon,other,tower_bot,other,BLUE,1,0,2,0,0.0,0.0,0,1,0,0,0.0,0.0,RED
37560,other,first_blood,tower_bot,other,other,BLUE,0,1,3,2,0.0,3.0,0,0,0,0,0.0,0.0,BLUE
37561,first_blood,other,dragon,tower_bot,dragon,BLUE,2,1,0,2,0.5,3.4,0,0,1,0,0.0,0.0,BLUE
37562,dragon,other,dragon,first_blood,other,BLUE,2,0,0,1,0.0,7.0,0,0,2,2,0.5,2.82,BLUE
37563,first_blood,other,dragon,other,tower_bot,BLUE,0,0,2,0,0.0,0.0,1,1,0,0,0.0,0.0,BLUE
37564,first_blood,dragon,other,other,dragon,RED,1,0,2,1,0.0,7.0,1,0,0,3,0.33,3.17,BLUE
37565,first_blood,other,dragon,tower_bot,other,BLUE,0,1,2,0,0.0,0.0,1,0,0,0,0.0,0.0,BLUE
37566,first_blood,dragon,other,other,dragon,RED,1,0,0,1,0.0,7.0,1,0,2,2,1.0,12.0,RED
37567,first_blood,other,dragon,tower_bot,tower_bot,RED,0,1,1,2,1.0,7.5,1,1,0,2,0.5,3.4,BLUE
36561,first_blood,dragon,other,dragon,other,BLUE,0,0,1,1,0.0,15.0,2,0,1,0,0.0,0.0,BLUE
36562,dragon,first_blood,other,dragon,other,BLUE,0,0,1,0,0.0,0.0,2,0,1,1,0.0,0.8,BLUE
36563,dragon,other,first_blood,tower_bot,dragon,BLUE,2,1,1,2,0.0,2.5,0,0,0,0,0.0,0.0,BLUE
36564,first_blood,dragon,other,dragon,tower_bot,BLUE,0,0,1,1,1.0,3.5,2,1,0,1,1.0,2.0,BLUE
36565,first_blood,dragon,other,dragon,tower_bot,BLUE,0,1,0,0,0.0,0.0,2,0,1,0,0.0,0.0,BLUE
